title,installs,minInstalls,maxInstalls,score,scoreText,ratings,reviews,price,free,currency,size,genre,genreId,developer,released,updated,editorsChoice,appId
"Among Us","100 000,000+",100000000,276566387,4.4563518,"4.5",7103099,3499954,0,true,"USD","75M","Action","GAME_ACTION","Innersloth LLC","Jun 15  2018",1604365496000,true,"com.innersloth.spacemafia"
