11.5,61.5,193.5,268.5,281.5,179.0
2.0,10.5,60.5,106.0,147.0,100.5
1.0,11.0,26.5,38.5,48.5,38.0
1.0,8.5,16.5,25.5,29.0,21.5
8.0,16.5,51.0,75.0,67.5,53.0
5.0,16.0,43.0,51.0,75.0,43.0
5.0,14.0,15.5,21.5,28.0,17.0
1.0,1.0,10.5,9.0,16.0,9.0
8.5,22.0,67.0,108.0,107.0,81.0
