18.0,23.0,39.0,55.0,44.0,88.0,146.0,166.0,214.0
1.0,1.0,2.0,13.0,11.0,42.0,77.0,100.0,130.0
0,1.0,11.0,11.0,6.0,19.0,27.0,25.0,26.0
2.0,0,1.0,3.0,1.0,8.0,12.0,15.0,16.0
15.0,19.0,22.0,20.0,18.0,13.0,13.0,14.0,24.0
0,2.0,3.0,8.0,8.0,6.0,17.0,12.0,18.0
