2.6,44.2,50.2,110.6,131.8
2.75,15.2,25.8,43.8,85.2
2.25,20.4,25.4,42.6,53.4
3.0,32.6,34.0,37.0,43.8
0,14.4,10.0,11.4,13.0
2.5,33.8,26.4,25.6,23.0
1.3333333333333333,25.8,18.2,19.6,23.6
1.5,10.6,17.6,18.4,14.6
