rank,title,score,user_score,release_date
64,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,7.5,7.5,2010-05-18
65,Quern - Undying Thoughts,8.5,8.5,2016-11-28
66,Monaco: What's Yours Is Mine,7.7,7.7,2013-04-24
67,The Sexy Brutale,7.7,7.7,2017-04-11
68,Subsurface Circular,7.3,7.3,2017-08-17
69,ABZU,6.8,6.8,2016-08-02
70,L.A. Noire: The Complete Edition,7.9,7.9,2011-11-08
71,Myst III: Exile,7.7,7.7,2001-05-08
72,Superbrothers: Sword & Sworcery EP,6.5,6.5,2012-04-16
73,Neversong,4.4,4.4,2020-05-20
74,The Book of Unwritten Tales,8.2,8.2,2011-10-28
75,Hypnospace Outlaw,6.6,6.6,2019-03-12
76,L.A. Noire: The VR Case Files,6.5,6.5,2017-12-15
77,Kentucky Route Zero - Act II,7.5,7.5,2013-05-31
78,Sam & Max Episode 105: Reality 2.0,7.6,7.6,2007-03-29
79,Gemini Rue,8.3,8.3,2011-02-24
80,Danganronpa: Trigger Happy Havoc,8.5,8.5,2016-02-18
81,Tales of Monkey Island Chapter 3: Lair of the Leviathan,7.6,7.6,2009-09-29
82,Broken Sword: The Sleeping Dragon,7.3,7.3,2003-11-17
83,The Talos Principle: Road To Gehenna,7.7,7.7,2015-07-23
84,Lara Croft and the Guardian of Light,8.1,8.1,2010-09-28
85,King's Quest Chapter 1: A Knight to Remember,7.3,7.3,2015-07-28
86,Burly Men At Sea,6.9,6.9,2016-09-29
87,The Wolf Among Us: Episode 3 - A Crooked Mile,8.6,8.6,2014-04-08
88,Sam & Max Episode 201: Ice Station Santa,8.5,8.5,2007-11-08
89,Technobabylon,7.7,7.7,2015-05-21
90,ETHER One,6.8,6.8,2014-03-25
91,The Vanishing of Ethan Carter,8.0,8.0,2014-09-25
92,Children of Morta,8.3,8.3,2019-09-03
93,Syberia,8.5,8.5,2002-09-01
94,The Walking Dead: Episode 1 - A New Day,8.4,8.4,2012-04-24
95,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,7.3,7.3,2008-12-15
96,Botanicula,8.3,8.3,2012-04-19
97,The Last Express,8.7,8.7,1997-03-31
98,Broken Age: Act 1,7.7,7.7,2014-01-28
99,To the Moon,8.9,8.9,2011-11-01
100,Nancy Drew: Danger on Deception Island,7.8,7.8,2003-10-01
101,The Walking Dead: Season Two Episode 3 - In Harm's Way,8.3,8.3,2014-05-13
102,Nancy Drew: The Haunting of Castle Malloy,7.2,7.2,2008-10-16
103,Kentucky Route Zero - Act I,7.5,7.5,2013-01-07
104,Irony Curtain: From Matryoshka with Love,7.8,7.8,2019-05-16
105,Frog Detective 2: The Case of the Invisible Wizard,tbd,tbd,2019-12-09
106,Stygian: Reign of the Old Ones,7.8,7.8,2019-09-26
107,Tales of Monkey Island Chapter 5: Rise of the Pirate God,7.6,7.6,2009-12-08
108,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,7.2,7.2,2008-09-15
109,The Cat Lady,8.7,8.7,2012-12-07
110,The Walking Dead: Season Two Episode 2 - A House Divided,8.5,8.5,2014-03-04
111,Tales From The Borderlands: Episode 3 - Catch A Ride,8.4,8.4,2015-06-23
112,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,7.8,7.8,2010-04-15
113,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,7.1,7.1,2016-12-20
114,Firewatch,7.0,7.0,2016-02-09
115,Emily is Away Too,7.9,7.9,2017-05-26
116,CHUCHEL,6.7,6.7,2018-03-07
117,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,7.8,7.8,2008-11-17
118,Rochard,7.9,7.9,2011-11-15
119,FORM,tbd,tbd,2017-06-01
120,Stories Untold,7.1,7.1,2017-02-27
121,Nelly Cootalot: The Fowl Fleet,7.7,7.7,2016-03-22
122,Nancy Drew: Curse of Blackmoor Manor,7.9,7.9,2004-10-05
123,Sam & Max Episode 101: Culture Shock,7.7,7.7,2006-10-18
124,Horace,6.9,6.9,2019-07-18
125,Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,7.7,7.7,2010-08-30
126,The Book of Unwritten Tales 2,7.6,7.6,2015-02-20
127,Gabriel Knight 3: Blood of the Sacred Blood of the Damned,8.2,8.2,1999-10-05
128,Syberia II,8.4,8.4,2004-03-30
129,Detroit: Become Human,6.2,6.2,2019-12-12
130,Sam & Max Episode 202: Moai Better Blues,6.9,6.9,2008-01-10
131,Detective Di: The Silk Rose Murders,tbd,tbd,2019-05-01
132,Sam & Max Episode 104: Abe Lincoln Must Die!,7.4,7.4,2007-02-22
133,Oxenfree,7.7,7.7,2016-01-14
134,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,7.1,7.1,2016-12-20
135,Goodbye Deponia,7.8,7.8,2013-10-17
136,The Gardens Between,6.7,6.7,2018-09-19
137,Read Only Memories,4.2,4.2,2015-10-05
138,Dropsy,7.5,7.5,2015-09-10
139,The Procession to Calvary,7.7,7.7,2020-04-09
140,Samorost 3,7.7,7.7,2016-03-24
141,The Journey Down: Chapter Three,tbd,tbd,2017-09-21
142,Danganronpa V3: Killing Harmony,7.4,7.4,2017-09-25
143,Nelly Cootalot: Spoonbeaks Ahoy! HD,tbd,tbd,2019-05-22
144,The Red Strings Club,7.5,7.5,2018-01-22
145,Bury Me My Love,3.3,3.3,2019-01-10
146,Penny Arcade Adventures: Episode Two,7.4,7.4,2008-11-07
147,Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,7.5,7.5,2009-10-30
148,The Walking Dead: Episode 4 - Around Every Corner,8.5,8.5,2012-10-10
149,Signs of the Sojourner,tbd,tbd,2020-05-14
150,Proteus,5.6,5.6,2013-01-30
151,1979 Revolution: Black Friday,7.5,7.5,2016-04-04
152,The Blackwell Legacy,7.8,7.8,2006-12-29
153,LEGO The Lord of the Rings,8.0,8.0,2012-11-13
154,Circle of Blood,8.3,8.3,1996-09-30
155,Unforeseen Incidents,7.2,7.2,2018-05-24
156,The Walking Dead: Season Two - A Telltale Games Series,8.3,8.3,2013-12-17
157,The Wolf Among Us,8.8,8.8,2013-10-11
158,Nancy Drew: Secret of the Old Clock,7.3,7.3,2005-07-26
159,Myst V: End of Ages,7.6,7.6,2005-09-19
160,The Magic Circle,7.1,7.1,2015-07-09
161,The Path,6.8,6.8,2009-03-18
162,VirtuaVerse,7.6,7.6,2020-05-12
163,Wanderlust Travel Stories,7.8,7.8,2019-09-26
164,Return to Mysterious Island,7.7,7.7,2004-11-02
165,Late Shift,7.0,7.0,2017-04-18
