rank,title,score,user_score,release_date
561,Risen 3: Titan Lords,5.7,5.7,2014-08-12
562,Ultima Online: Lord Blackthorn's Revenge,5.4,5.4,2002-02-24
563,Star Wars: Clone Wars Adventures,6.3,6.3,2010-09-15
564,Touhou: Scarlet Curiosity,tbd,tbd,2018-07-11
565,Defiance,6.5,6.5,2013-04-02
566,YIIK: A Postmodern RPG,2.8,2.8,2019-01-17
567,Spiral Knights,7.3,7.3,2011-04-04
568,Larva Mortus,7.0,7.0,2008-05-13
569,Nights of Azure,7.5,7.5,2017-02-07
570,Pirates of the Caribbean,7.4,7.4,2003-06-30
571,Serious Sam: The Random Encounter,6.0,6.0,2011-10-24
572,Fictorum,5.0,5.0,2017-08-09
573,Pagan Online,5.3,5.3,2019-04-17
574,Moero Chronicle,7.0,7.0,2017-08-16
575,Pillars of Eternity II: Deadfire - Seeker Slayer Survivor,7.3,7.3,2018-09-25
576,The Saga of Ryzom,7.4,7.4,2004-09-20
577,Inquisitor,7.8,7.8,2012-09-05
578,The Incredible Adventures of Van Helsing III,6.5,6.5,2015-05-22
579,RymdResa,4.6,4.6,2015-08-20
580,RaiderZ,6.8,6.8,2012-11-20
581,Dragon's Prophet,5.9,5.9,2013-08-13
582,Immortal: Unchained,6.6,6.6,2018-09-07
583,The Baconing,5.0,5.0,2011-08-31
584,Devilian,6.1,6.1,2015-12-10
585,Gothic 3,7.5,7.5,2006-11-14
586,Skyhill,5.5,5.5,2015-10-06
587,Mass Effect 2: Arrival,6.0,6.0,2011-03-29
588,Life is Feudal: Your Own,5.6,5.6,2015-11-17
589,Anito: Defend a Land Enraged,7.5,7.5,2003-11-22
590,Arcania: Gothic 4,4.0,4.0,2010-10-15
591,Space Hack,7.6,7.6,2005-11-18
592,March of the Living,tbd,tbd,2016-04-20
593,Dungeon Siege II: Broken World,6.9,6.9,2006-08-01
594,Warsaw,7.3,7.3,2019-10-02
595,Wasteland Remastered,6.1,6.1,2020-02-25
596,Silverfall,6.4,6.4,2007-03-20
597,Chantelise: A Tale of Two Sisters,6.8,6.8,2011-07-29
598,Dex,7.7,7.7,2014-08-13
599,Lineage II: The Chaotic Chronicle,6.8,6.8,2004-04-27
600,Ultima Online: Samurai Empire,5.1,5.1,2004-11-02
601,Escape From Paradise City,7.6,7.6,2007-10-26
602,Knights of Pen & Paper +1 Edition,5.9,5.9,2013-06-18
603,Moon Hunters,6.2,6.2,2016-03-10
604,Vendetta Online,7.4,7.4,2004-11-04
605,Loki,6.0,6.0,2007-10-02
606,Blue Reflection,6.7,6.7,2017-09-26
607,Wizardry: Labyrinth of Lost Souls,tbd,tbd,2020-01-15
608,The Dark Eye: Demonicon,6.6,6.6,2013-10-24
609,E.Y.E: Divine Cybermancy,6.8,6.8,2011-07-29
610,Prince of Qin,7.4,7.4,2002-08-19
611,Saga,8.0,8.0,2008-03-04
612,The Keep,tbd,tbd,2017-03-16
613,Katana Kami: A Way of the Samurai Story,tbd,tbd,2020-02-20
614,The Dwarves,6.2,6.2,2016-12-01
615,Venetica,6.7,6.7,2011-01-25
616,Age of Pirates 2: City of Abandoned Ships,7.4,7.4,2009-05-26
617,Evoland,6.7,6.7,2013-04-04
618,Sword Coast Legends,5.6,5.6,2015-10-19
619,Zeno Clash II,7.4,7.4,2013-04-30
620,Fortune Summoners: Secret of the Elemental Stone,7.6,7.6,2012-01-30
621,Conglomerate 451,5.3,5.3,2020-02-21
622,Pirates of the Caribbean Online,7.4,7.4,2007-10-31
623,Space Siege,6.2,6.2,2008-08-12
624,Wolcen: Lords of Mayhem,5.7,5.7,2020-02-13
625,Phantasy Star Universe,6.6,6.6,2006-10-24
626,Mars: War Logs,7.2,7.2,2013-04-26
627,Wizardry Online,5.4,5.4,2013-01-16
628,Ultima Online,8.7,8.7,1997-09-30
629,Faery: Legends of Avalon,6.0,6.0,2011-05-06
630,Warlander,tbd,tbd,2020-02-26
631,Mass Effect 3: Omega,6.2,6.2,2012-11-27
632,Arelite Core,7.2,7.2,2017-02-08
633,Rise of the Argonauts,7.4,7.4,2008-12-16
634,Lineage: The Blood Pledge,4.5,4.5,2001-10-24
635,VoidExpanse,7.2,7.2,2015-04-02
636,Anthem,4.0,4.0,2019-02-22
637,Asheron's Call: Throne of Destiny,7.2,7.2,2005-07-18
638,The Weaponographist,6.9,6.9,2015-04-29
639,The Castle Doctrine,6.9,6.9,2014-01-29
640,APB (All Points Bulletin),5.7,5.7,2010-06-29
641,Kyn,4.9,4.9,2015-07-28
642,Shady O' Grady's Rising Star,tbd,tbd,2007-03-01
643,Dawnspire: Prelude,7.3,7.3,2007-04-03
644,Marvel Heroes,6.7,6.7,2013-06-03
645,Game of Thrones,6.5,6.5,2012-05-15
646,Shroud of the Avatar: Forsaken Virtues,6.5,6.5,2018-03-27
647,Dragon Age: Origins - Golems of Amgarrak,5.6,5.6,2010-08-10
648,Sacred 3,1.5,1.5,2014-07-31
649,Nether,4.6,4.6,2014-06-05
650,Legend: Hand of God,5.6,5.6,2008-08-01
651,Fallout: New Vegas - Lonesome Road,7.0,7.0,2011-09-20
652,Pool of Radiance: Ruins of Myth Drannor,6.4,6.4,2001-09-28
653,Orangeblood,7.0,7.0,2020-01-13
654,Harbinger,6.8,6.8,2003-02-26
655,Lionheart: Legacy of the Crusader,7.4,7.4,2003-08-13
656,Zenith,7.1,7.1,2016-09-20
657,Secret of Mana,7.1,7.1,2018-02-15
658,Age of Pirates: Caribbean Tales,6.0,6.0,2006-09-12
659,Dragon Age: Origins - Witch Hunt,5.5,5.5,2010-09-07
660,The Technomancer,6.6,6.6,2016-06-28
661,RF Online,5.9,5.9,2006-02-21
662,APB: Reloaded,5.8,5.8,2011-12-01
663,ICY,7.1,7.1,2015-07-27
664,Bound by Flame,6.8,6.8,2014-05-08
665,Empyre: Lords of the Sea Gates,tbd,tbd,2017-10-04
666,I of the Dragon,7.1,7.1,2004-11-02
667,Hard to be a God,6.8,6.8,2007-10-19
668,Ray Gigant,tbd,tbd,2016-08-10
669,Might and Magic IX,4.8,4.8,2002-03-29
670,Endless Ages,tbd,tbd,2003-06-27
671,Fighting Legends,tbd,tbd,2001-10-31
672,SpellForce 2: Faith in Destiny,5.8,5.8,2012-06-19
673,Fury,4.7,4.7,2007-10-16
674,Shadowbane: The Rise of Chaos,5.3,5.3,2003-12-09
675,Night Watch,6.6,6.6,2006-06-26
676,Gods: Lands of Infinity,6.1,6.1,2006-06-10
677,INSOMNIA: The Ark,6.6,6.6,2018-09-27
678,Rise of Immortals: Battle for Graxia,5.6,5.6,2011-09-12
679,Kingdom Come: Deliverance - From The Ashes,5.4,5.4,2018-07-05
680,RuneSword II,tbd,tbd,2001-10-03
681,Grimshade,6.0,6.0,2019-03-26
682,AereA,3.2,3.2,2017-06-02
683,Akaneiro: Demon Hunters,6.5,6.5,2013-01-24
684,Gorasul: Legacy of the Dragon,6.0,6.0,2001-11-26
685,Code of Princess,5.8,5.8,2016-04-14
686,Blade & Sword,6.5,6.5,2003-12-22
687,The Chosen - Well of Souls,5.3,5.3,2007-10-01
688,Krater,7.1,7.1,2012-06-12
689,Warhammer 40000: Eternal Crusade,4.7,4.7,2016-09-23
690,Fallout 76,2.7,2.7,2018-11-14
691,Dawn of Magic,5.8,5.8,2007-10-23
692,Eragon,5.4,5.4,2006-11-14
693,Restricted Area,6.5,6.5,2005-05-31
694,Afterfall: InSanity,5.9,5.9,2011-11-25
695,Gods & Heroes: Rome Rising,6.2,6.2,2011-06-21
696,RYL: Path of the Emperor,8.5,8.5,2005-06-20
697,Fallout 4: Wasteland Workshop,1.7,1.7,2016-04-12
698,Animal Gods,tbd,tbd,2015-10-12
699,Pylon: Rogue,tbd,tbd,2017-09-21
700,Krai Mira,5.4,5.4,2016-07-11
701,Final Fantasy XIV Online,4.0,4.0,2010-09-22
702,Archangel (2002),6.9,6.9,2002-11-19
703,Dungeons & Dragons: Daggerdale,3.5,3.5,2011-05-25
704,ShadowFlare,6.9,6.9,2002-11-29
705,Paradise Cracked,7.8,7.8,2003-09-30
706,Legend of the North: Konung,6.0,6.0,2000-12-31
707,Mage Knight: Apocalypse,5.7,5.7,2006-09-26
708,Winter Voices Prologue: Avalanche,8.0,8.0,2010-10-15
709,Rune II,5.0,5.0,2019-11-22
710,Paranoia: Happiness is Mandatory,6.4,6.4,2019-10-03
711,Dungeon Lords,5.1,5.1,2005-05-05
712,NeverEnd (2006),5.2,5.2,2006-10-02
713,Dragonriders: Chronicles of Pern,5.8,5.8,2001-08-13
714,Gothic 3: Forsaken Gods,3.3,3.3,2008-11-20
715,Bombshell (2016),3.7,3.7,2016-01-29
716,Fear Effect Sedna,5.3,5.3,2018-03-06
717,ArchLord,5.7,5.7,2006-10-03
718,Arcania: Fall of Setarrif,1.9,1.9,2011-10-24
719,Legends of Aethereus,5.9,5.9,2013-07-22
720,Eternity: The Last Unicorn,5.8,5.8,2019-03-05
721,Etrom: The Astral Essence,6.3,6.3,2006-02-28
722,Underworld Ascendant,2.2,2.2,2018-11-15
723,Konung 2,6.8,6.8,2004-11-30
724,Mistmare,6.8,6.8,2003-06-30
725,Majestic Nights,3.5,3.5,2014-10-30
726,Metalheart: Replicants Rampage,3.9,3.9,2005-04-30
727,Legends of Dawn,4.4,4.4,2013-06-27
728,Wild West Online,1.5,1.5,2018-05-10
729,Call for Heroes: Pompolic Wars,3.2,3.2,2007-06-26
730,Overlord: Fellowship of Evil,2.3,2.3,2015-10-19
731,Infestation: Survivor Stories (The War Z),1.7,1.7,2012-10-15
732,Realms of Arkania: Blade of Destiny Revised,3.0,3.0,2013-07-29
