rank,title,score,user_score,release_date
594,Dead Island: Riptide,6.1,6.1,2013-04-22
595,Lovely Planet,7.3,7.3,2014-07-31
596,Velvet Assassin,6.3,6.3,2009-04-30
597,Zeno Clash II,7.4,7.4,2013-04-30
598,Sherlock Holmes: The Mystery of the Mummy,5.6,5.6,2002-12-29
599,Natural Selection 2: Combat,7.1,7.1,2014-10-31
600,Metro: Last Light - Faction Pack,6.7,6.7,2013-07-16
601,Twilight Path,tbd,tbd,2018-10-02
602,BlackSite: Area 51,4.9,4.9,2007-11-12
603,Carrier Command: Gaea Mission,5.6,5.6,2012-09-28
604,Sylvio,6.1,6.1,2015-06-05
605,Terminator: Resistance,8.0,8.0,2019-11-14
606,Doctor Who: The Edge Of Time,tbd,tbd,2019-11-12
607,Sniper: Ghost Warrior 3,6.1,6.1,2017-04-25
608,Bionicle Heroes,8.0,8.0,2006-11-14
609,007: NightFire,6.0,6.0,2002-11-28
610,TARTARUS,7.0,7.0,2017-11-21
611,Postal 2: Share the Pain,8.3,8.3,2003-12-17
612,Iron Grip: Warlord,7.6,7.6,2008-11-05
613,N.E.R.O.: Nothing Ever Remains Obscure,5.7,5.7,2016-04-29
614,Tom Clancy's Rainbow Six: Lockdown,6.2,6.2,2006-02-16
615,DOOM 3: BFG Edition,5.8,5.8,2012-10-15
616,Alpha Prime,6.0,6.0,2007-05-01
617,Empathy: Path of Whispers,6.0,6.0,2017-05-16
618,Dead Effect,6.1,6.1,2014-04-15
619,RICO,3.8,3.8,2019-03-14
620,From Dusk Till Dawn,6.7,6.7,2001-10-11
621,Enter the Matrix,6.7,6.7,2003-05-14
622,Rhem,tbd,tbd,2003-06-28
623,Borderlands: Mad Moxxi's Underdome Riot,3.9,3.9,2010-01-07
624,Pineview Drive,5.7,5.7,2014-07-31
625,Space Hulk: Deathwing,5.3,5.3,2016-12-14
626,Conflict: Denied Ops,4.7,4.7,2008-02-08
627,Gore: Ultimate Soldier,7.2,7.2,2002-06-05
628,Time Machine VR,8.4,8.4,2016-05-19
629,Jack the Ripper,6.4,6.4,2004-01-29
630,Tactical Ops: Assault on Terror,7.2,7.2,2002-04-24
631,FireStarter,5.2,5.2,2004-03-05
632,World War II Online: Blitzkrieg,7.1,7.1,2001-06-04
633,John Wick Chronicles,6.0,6.0,2017-02-09
634,Fallout: New Vegas - Lonesome Road,7.0,7.0,2011-09-20
635,Warpath,6.4,6.4,2006-07-18
636,Mystery of the Nautilus,tbd,tbd,2002-04-29
637,Soul Axiom,6.1,6.1,2016-02-29
638,UberSoldier,6.3,6.3,2006-03-31
639,Mortyr 2,5.2,5.2,2005-03-04
640,Don't Knock Twice,6.0,6.0,2017-09-05
641,Shattered Skies,5.2,5.2,2016-07-21
642,The X-Files Game,7.6,7.6,1998-05-31
643,Law & Order: Criminal Intent,5.5,5.5,2005-11-15
644,Perception,6.5,6.5,2017-05-30
645,Bet on Soldier: Blood Sport,5.4,5.4,2005-09-26
646,Carnivores: Cityscape,5.2,5.2,2002-03-25
647,Contract J.A.C.K.,6.1,6.1,2003-11-11
648,Aliens Versus Predator 2: Primal Hunt Expansion Pack,7.5,7.5,2002-08-13
649,Anna,4.9,4.9,2012-07-11
650,Sniper: Ghost Warrior,5.4,5.4,2010-06-24
651,Codename: Outbreak,7.1,7.1,2001-11-24
652,Medal of Honor: Warfighter,5.4,5.4,2012-10-23
653,Judge Dredd: Dredd VS Death,7.1,7.1,2005-03-03
654,Homefront: The Revolution,3.9,3.9,2016-05-17
655,CSI: Miami,6.9,6.9,2004-11-16
656,Wolfenstein: Cyberpilot,1.3,1.3,2019-07-25
657,Duke Nukem Forever,5.8,5.8,2011-06-13
658,Die Hard: Nakatomi Plaza,5.4,5.4,2002-04-22
659,Breached,7.0,7.0,2016-06-22
660,E.T. Armies,7.0,7.0,2016-03-03
661,Nexuiz,6.8,6.8,2012-05-10
662,Christopher Brookmyre's Bedlam,6.6,6.6,2015-10-13
663,Bullet Run,5.0,5.0,2012-07-31
664,CSI: NY,2.1,2.1,2008-11-18
665,Dino D-Day,6.3,6.3,2011-04-08
666,War Rock,5.5,5.5,2007-02-07
667,Purge,6.8,6.8,2003-04-15
668,Dead Effect 2,6.1,6.1,2016-05-06
669,Deadfall Adventures,6.9,6.9,2013-11-15
670,Conspiracies,tbd,tbd,2003-11-10
671,Space Trader - Merchant Marine,4.4,4.4,2008-10-23
672,Waking the Glares: Chapters I and II,tbd,tbd,2017-03-16
673,No70: Eye of Basir,5.2,5.2,2017-06-28
674,Duke Nukem Forever: The Doctor Who Cloned Me,7.0,7.0,2011-12-13
675,Marine Sharpshooter II: Jungle Warfare,3.9,3.9,2004-06-24
676,Sniper: Ghost Warrior 2,5.9,5.9,2013-03-11
677,Alien Rage,6.7,6.7,2013-09-24
678,Enemy Front,5.7,5.7,2014-06-10
679,OVERKILL's The Walking Dead,5.1,5.1,2018-11-06
680,Breed,5.0,5.0,2004-04-02
681,Delta Force: Task Force Dagger,7.7,7.7,2002-06-27
682,Darkest of Days,6.0,6.0,2009-09-07
683,Call of Juarez: The Cartel,3.4,3.4,2011-09-13
684,YUMENIKKI -DREAM DIARY-,6.8,6.8,2018-02-23
685,Postal 2,8.1,8.1,2003-04-14
686,KumaWar,6.8,6.8,2004-07-16
687,Lust for Darkness,5.3,5.3,2018-06-12
688,CellFactor: Revolution,5.6,5.6,2007-05-08
689,Legendary,6.4,6.4,2008-11-18
690,Marine Heavy Gunner: Vietnam,tbd,tbd,2004-08-22
691,Kreed,6.0,6.0,2004-07-01
692,Eleusis,6.7,6.7,2013-10-16
693,Corpse of Discovery,2.0,2.0,2015-08-25
694,The Secrets of Atlantis,3.1,3.1,2007-05-29
695,Unknown Fate,tbd,tbd,2018-09-06
696,Defiance 2050,2.3,2.3,2018-07-10
697,Dreamkiller,5.4,5.4,2009-10-12
698,Warhammer 40000: Fire Warrior,6.9,6.9,2003-11-17
699,Tactical Intervention,5.9,5.9,2013-03-28
700,FPS Creator,6.1,6.1,2005-09-22
701,Coast Guard,3.8,3.8,2015-10-21
702,Starship Troopers,6.1,6.1,2005-11-15
703,Elite Warriors: Vietnam,5.8,5.8,2005-03-25
704,Gene Troopers,2.8,2.8,2006-12-25
705,BeachHead 2000,6.8,6.8,2000-06-14
706,WWII Tank Commander,4.5,4.5,2006-02-14
707,Inmates,7.5,7.5,2017-10-05
708,Deus Ex: The Fall,3.0,3.0,2014-03-17
709,Soldier of Fortune: Payback,4.7,4.7,2007-11-14
710,Secret Service: Security Breach,5.3,5.3,2003-10-28
711,Aliens: Colonial Marines,3.5,3.5,2013-02-11
712,Postal 2: Apocalypse Weekend,7.1,7.1,2005-05-31
713,The Scourge Project: Episodes 1 and 2,4.4,4.4,2010-04-09
714,US Special Forces: Team Factor,tbd,tbd,2002-09-23
715,The Sacred Rings,tbd,tbd,2007-03-07
716,Prospekt,4.7,4.7,2016-02-18
717,Painkiller: Redemption,5.0,5.0,2011-02-25
718,Enki,4.5,4.5,2015-07-31
719,Jazz and Faust,tbd,tbd,2002-06-13
720,The History Channel: Battle for the Pacific,2.4,2.4,2007-12-04
721,Legacy: Dark Shadows,3.7,3.7,2004-11-19
722,Monumental,tbd,tbd,2016-01-22
723,Alien Blast: The Encounter,3.6,3.6,2004-02-09
724,7554,4.8,4.8,2012-07-20
725,4PM,4.2,4.2,2014-07-09
726,Delta Force: Xtreme 2,4.9,4.9,2009-05-27
727,Psychotoxic,4.5,4.5,2005-02-25
728,ShellShock 2: Blood Trails,5.4,5.4,2009-02-13
729,Doors,tbd,tbd,2016-02-12
730,Inner Chains,4.9,4.9,2017-05-18
731,Combat: Task Force 121,5.5,5.5,2005-03-24
732,Air Raid: This Is Not a Drill!,6.6,6.6,2003-06-18
733,Turning Point: Fall of Liberty,4.4,4.4,2008-02-26
734,Terrorist Takedown,3.8,3.8,2004-11-11
735,Only If,5.7,5.7,2014-07-25
736,Raven Squad: Operation Hidden Dagger,3.1,3.1,2009-08-25
737,Painkiller: Recurring Evil,3.7,3.7,2012-02-29
738,Battle: Los Angeles,3.2,3.2,2011-03-11
739,Painkiller: Resurrection,4.3,4.3,2009-10-27
740,The Walking Dead: Survival Instinct,2.6,2.6,2013-03-19
741,Hello Neighbor,4.5,4.5,2017-12-08
742,Sniper: Art of Victory,3.3,3.3,2008-10-16
743,Orion: Dino Horde,5.7,5.7,2012-05-04
744,Torrente,3.8,3.8,2004-12-06
745,Land of the Dead: Road to Fiddler's Green,6.6,6.6,2005-10-20
746,Drug Wars (2009),4.5,4.5,2009-03-17
747,Takedown: Red Sabre,2.9,2.9,2013-09-20
748,You Are Empty,5.7,5.7,2007-06-01
749,Code of Honor 2: Conspiracy Island,4.4,4.4,2008-07-29
750,Rekoil,2.1,2.1,2014-01-28
751,New World Order,3.0,3.0,2003-03-18
752,Dracula 4: Shadow of the Dragon,3.5,3.5,2013-06-19
753,Forever Worlds - Enter the Unknown,4.5,4.5,2004-04-05
754,Ring II: Twilight of Gods,5.6,5.6,2003-09-16
755,Tunnel Rats: 1968,3.5,3.5,2009-05-15
756,Revolution,3.2,3.2,2002-10-11
757,Rogue Warrior,3.4,3.4,2009-12-01
758,The Mark,3.0,3.0,2007-02-26
759,007 Legends,2.6,2.6,2012-11-01
760,World War II Combat: Iwo Jima,2.9,2.9,2006-07-25
761,Terminator 3: War of the Machines,5.6,5.6,2003-12-02
762,Terrawars: New York Invasion,2.4,2.4,2006-07-06
763,Postal III,2.9,2.9,2011-12-21
764,Utopia City,4.0,4.0,2006-05-26
765,Gods and Generals,6.6,6.6,2003-02-18
766,Navy SEALs: Weapons of Mass Destruction,8.0,8.0,2003-07-18
767,Realms of Arkania: Blade of Destiny Revised,3.0,3.0,2013-07-29
