rank,title,score,user_score,release_date
477,Takeda,7.1,7.1,2001-11-14
478,Victoria: An Empire Under the Sun,8.7,8.7,2003-11-18
479,Emergency 3,5.4,5.4,2006-04-06
480,There Came an Echo,5.7,5.7,2015-02-24
481,Highland Warriors,5.7,5.7,2003-01-20
482,Maelstrom (2007),6.3,6.3,2007-02-20
483,Prime World: Defenders,7.7,7.7,2013-06-05
484,Frontline: Fields of Thunder,7.4,7.4,2007-04-09
485,Empire Earth II: The Art of Supremacy,6.7,6.7,2006-02-14
486,The Partners,tbd,tbd,2002-09-09
487,Genesis Rising: The Universal Crusade,6.4,6.4,2007-03-20
488,Numantia,tbd,tbd,2017-10-24
489,Stronghold Legends,7.2,7.2,2006-10-23
490,Men of War: Condemned Heroes,6.4,6.4,2012-04-12
491,Moscow to Berlin: Red Siege,tbd,tbd,2006-06-14
492,WWI: The Great War,5.8,5.8,2004-02-06
493,D-Day,7.0,7.0,2004-12-07
494,Guardians of Middle-Earth,5.9,5.9,2013-08-29
495,Micro Commandos,tbd,tbd,2002-08-24
496,Besieger,6.7,6.7,2004-06-02
497,Praetorians HD Remaster,7.0,7.0,2020-01-24
498,The Outforce,7.9,7.9,2000-12-31
499,Alexander,8.2,8.2,2004-11-23
500,Korea: Forgotten Conflict,tbd,tbd,2003-11-17
501,Meridian: Squad 22,tbd,tbd,2016-08-11
502,Blitzkrieg II: Fall of the Reich,tbd,tbd,2007-02-22
503,Re-Legion,6.1,6.1,2019-01-31
504,Defenders of Time,tbd,tbd,2014-11-04
505,Cold War Conflicts,7.6,7.6,2005-04-06
506,King Arthur: Fallen Champions,5.0,5.0,2011-09-16
507,Port Royale 3: Pirates and Merchants,5.7,5.7,2012-05-04
508,Real War: Rogue States,6.7,6.7,2002-10-01
509,Achron,7.4,7.4,2011-08-29
510,Rise of Immortals: Battle for Graxia,5.6,5.6,2011-09-12
511,The Golden Horde,7.5,7.5,2008-07-15
512,Raiders of the Broken Planet,5.9,5.9,2017-09-22
513,Siegecraft Commander,tbd,tbd,2017-01-16
514,American Conquest: Divided Nation,7.6,7.6,2006-03-27
515,War Times,tbd,tbd,2004-04-01
516,Thandor: The Invasion,7.2,7.2,2000-12-31
517,Two Thrones,tbd,tbd,2004-02-10
518,Gemini Wars,6.5,6.5,2012-06-08
519,A Game of Thrones: Genesis,4.1,4.1,2011-09-28
520,Realpolitiks,6.3,6.3,2017-02-16
521,Great War Nations: The Spartans,6.4,6.4,2008-05-05
522,SuperPower 2,6.8,6.8,2004-10-11
523,BANNERMEN,7.2,7.2,2019-02-21
524,Confrontation,5.0,5.0,2012-04-04
525,Empire Earth III,3.1,3.1,2007-11-06
526,Trapped Dead,4.6,4.6,2011-02-25
527,Tryst,6.4,6.4,2012-09-14
528,America,7.5,7.5,2001-01-14
529,Elements of War,tbd,tbd,2011-04-18
530,Theatre of War 3: Korea,5.5,5.5,2011-03-24
531,Platoon: The 1st Airborne Cavalry Division in Vietnam,6.4,6.4,2002-11-21
532,The Guild 2: Venice,tbd,tbd,2008-10-07
533,Cannon Fodder 3,5.7,5.7,2012-02-09
534,APOX,4.2,4.2,2011-01-20
535,Real War,6.3,6.3,2001-09-24
536,Rebels: Prison Escape,tbd,tbd,2003-08-26
537,Stronghold 3,2.9,2.9,2011-10-24
538,Line Of Defense Tactics - Tactical Advantage,1.2,1.2,2014-02-11
539,The History Channel: Great Battles of Rome,3.2,3.2,2007-10-15
540,Gladiators of Rome,4.9,4.9,2002-10-27
541,Dreamlords,8.0,8.0,2007-02-15
542,Frozen Hearth,4.8,4.8,2013-12-19
543,Starpoint Gemini,8.3,8.3,2010-12-15
544,Stronghold: Crusader Extreme,6.6,6.6,2008-06-02
545,Starport Delta,tbd,tbd,2020-03-27
546,Cops 2170: The Power of Law,7.9,7.9,2005-01-27
547,Cortex Command,7.2,7.2,2012-09-28
548,SunAge,7.5,7.5,2007-11-30
549,Meridian: New World,6.6,6.6,2014-04-04
550,Perimeter II: New Earth,4.2,4.2,2009-02-10
551,Alliance: Future Combat,7.9,7.9,2006-09-08
552,Will of Steel,6.5,6.5,2005-02-04
553,Dragons and Titans,7.3,7.3,2014-03-12
554,Stormrise,4.9,4.9,2009-03-24
555,Stranger,4.5,4.5,2008-03-26
556,Shattered Suns,6.6,6.6,2008-08-19
557,Men of War: Assault Squad 2 - Cold War,2.4,2.4,2019-09-12
558,G.I. Combat,3.6,3.6,2002-11-04
559,Seven Kingdoms: Conquest,4.0,4.0,2007-10-15
560,Left Behind: Eternal Forces,3.7,3.7,2006-11-07
561,Warhammer 40000: Storm of Vengeance,1.3,1.3,2014-02-27
562,Demonworld: Dark Armies,7.8,7.8,2002-01-13
563,Raven's Cry,3.3,3.3,2015-01-30
564,Fray,2.4,2.4,2012-02-08
565,Stalin vs. Martians,4.4,4.4,2009-04-29
566,Citadels,1.2,1.2,2013-07-25
